AccountNumber;CardNo;TransactionNo;TransactionAmount
1661006435963602;842087612280542;294278534;$4,978.01 
5033136779399881;557006839740706;294489184;$6,085.28 
6939505697829067;947742048519091;294520220;$2,197.45 
2408440542129243;103493138378406;29459334;$3,837.86 
4983289911800101;225846885261972;294898662;$201.13 
4421160889809582;493883937286060;294983936;$7,670.17 
2731211520250741;156886710966741;295162695;$83.85 
8438851615012432;222904572071996;295235065;$4,859.68 
5824269015576534;469753599309806;295367302;$783.24 
1689065891374892;443169445589952;295398251;$9,245.67 
5712239123334089;790824146044169;295432502;$3,412.22 
4076145806443696;136189269905419;295442696;$9,841.06 
5470175668943169;391888331482470;295876489;$1,490.77 
6194007803679593;315778750383860;295881149;$624.70 
4735301340605265;212488619744545;296076850;$4,915.10 
2831573665438095;922571353681372;296099941;$4,836.65 
8703627818206197;648999125299451;296567366;$5,768.00 
4076145806443696;302745607427520;296855528;$4,408.22 
9761135962998707;486437282282029;297087263;$448.61 
3917129685283618;680202580672234;297095863;$3,137.72 
5267243500098837;785907833457868;297346147;$1,396.18 
8042447180145778;529805916350747;297656786;$9,396.73 
9174310255934385;197296856384818;297667163;$9,703.31 
8162686378717823;570870014288583;297711901;$557.80 
4927648362374206;807165897715488;297747253;$7,645.00 
9475254102502548;137852794736451;297760843;$9,182.13 
7206371600209374;350786424221639;297800221;$1,068.92 
3121116817098388;668283759344020;297911567;$3,215.07 
9896902159058977;323248046759980;29794073;$2,391.40 
1066944444270042;349696988174964;298226641;$6,209.93 
6654076468719708;142608395030836;298299150;$8,497.98 
2478720661472242;847948977460991;298355811;$6,438.32 
8311799511420153;765029238207266;298367011;$404.15 
3434287859007579;997765553757250;298408590;$9,560.07 
6615453145124024;410295310559845;298583357;$4,982.93 
4893630525927773;121951772855409;298780011;$7,686.23 
6170844832863444;697261633755852;298973967;$2,979.66 
5211124723121290;808872962713785;299019835;$4,354.93 
3890673393288527;335800201264615;299047537;$1,205.42 
2408440542129243;103493138378406;299270085;$1,954.64 
4244501142578545;567837042876152;299432487;$3,118.74 
3244588771316232;625458745918471;299460216;$1,661.20 
6309985822581100;120793728180790;299547131;$8,411.40 
7401837614886244;317126125200933;299605464;$8,341.03 
3244588771316232;477839874488759;299651662;$475.06 
6130980122299631;976182624343006;299837335;$9,031.17 
8673239554100653;272774000953227;299885684;$4,808.31 
6819981985434297;438667502429361;300281137;$4,738.29 
7576880688209025;476918126417488;300735197;$1,676.28 
9320349449918816;854273386451606;301031133;$9,526.71 
3253711057585944;270627282539868;301203349;$8,941.28 
9593687031991166;911264945289378;301426221;$6,617.29 
4944602153321016;351814541811031;301476884;$2,309.58 
2642231686843301;257906275827446;301600970;$389.48 
4024574857426990;667295044463112;301654154;$6,953.51 
6560009233606143;246747371893735;301756208;$2,949.46 
2758981553013665;214895632624354;301885733;$6,224.09 
3685852499849171;832914053356102;301923294;$4,582.87 
4394255364750708;642860664763726;301933468;$3,765.24 
3561065074196731;750255917126363;30205553;$9,439.42 
3632400175169409;481627670581606;302194207;$5,186.96 
1284168579731026;559767940310978;302458643;$230.37 
5961978505421596;518314204690526;302536747;$2,763.48 
2110924665067404;520494723463850;302625531;$7,579.35 
8727663740330542;847146653753919;302764703;$7,490.74 
2544447932629687;618716448921445;302803573;$4,761.90 
1076323647396433;273503547967987;302930741;$2,157.09 
4881869363328041;937112339800300;303066470;$438.76 
7598040439247576;742370076879823;303336946;$8,513.40 
6124522942760695;300659476223176;303490141;$8,135.08 
4805037402525539;696494491952545;303514141;$6,984.69 
5587355294830119;504873875945241;303566954;$5,051.63 
2615715363366688;304413973943839;303570827;$8,008.24 
6191588061033584;173634840845855;303732999;$8,497.35 
9730927646561812;426338359730653;304061544;$9,938.52 
1752918535098560;398945815985360;304109140;$3,845.26 
1668795860474753;817416997589125;304162463;$3,987.01 
9246332348304263;800242299883466;304187325;$1,191.29 
3429623238021484;505753359200054;304403771;$177.43 
8880477654112223;730726350899402;304525346;$7,093.25 
1435989544716620;154010271241014;304559734;$7,821.84 
8895005998317753;814200933579752;304957009;$2,701.62 
7225183904808307;724437354150482;305075332;$3,875.97 
1057153900814357;467674797905795;305116180;$396.56 
1829456069660793;210353351006798;30519386;$4,663.85 
4485558086433887;132734905481315;305247357;$4,896.25 
1036926306787749;683172732362604;305607578;$5,275.29 
5961978505421596;685724153846147;305724181;$2,257.16 
5234134283459629;235972123827535;305810550;$807.10 
5507836784292990;786907397629147;30587003;$1,639.59 
6482209099371700;438400434371035;306076084;$4,426.10 
5680434975499753;954281302465741;306166370;$2,798.89 
9029740083055648;293685964782112;306233112;$5,846.08 
2919781061774519;801672575683646;30631985;$8,749.38 
6475652306334707;395453789638423;306344212;$9,163.05 
7139161324388006;358371715596086;306537695;$6,173.98 
3685852499849171;832914053356102;306583804;$7,000.49 
4485558086433887;373357346839735;306584923;$9,458.96 
3780891636105000;175034951955913;307133155;$2,104.06 
4568308290335407;565726685617139;307340208;$7,352.22 
7692601683671293;419344564564930;307428966;$5,075.49 
9320349449918816;854273386451606;307456054;$3,282.37 
4568308290335407;565726685617139;307456777;$6,822.78 
6044865522728252;267223904979974;307920115;$7,528.65 
9909016625329071;468821945403967;307933763;$3,065.26 
8878492603970302;959366445892363;308047150;$7,854.01 
9519623991737514;999596064903167;308056849;$3,039.35 
2746727737085052;239098032342698;308284130;$9,391.38 
9982175574936540;137082097600140;308290890;$5,408.00 
3818920185159328;472041784449199;308686911;$8,972.14 
9475254102502548;264286065998554;30872493;$6,958.95 
4576918963024698;839708264375098;308726816;$2,420.14 
2767935043088884;614827106139516;308809094;$8,873.39 
2220473151442652;872584362345482;309163057;$6,972.93 
3121116817098388;668283759344020;309691339;$6,595.33 
2464363110532518;539371749209230;310168515;$2,355.44 
5961978505421596;685724153846147;310216573;$1,751.18 
4707595286590969;195543653325276;310349064;$9,751.29 
9366402304370816;197417680233319;31037199;$2,606.35 
7206371600209374;824290992710451;310380898;$8,952.41 
4438092829455328;512230899326724;310381417;$3,515.21 
4545475167417416;761230722862973;31058389;$73.80 
8540490071197331;934678706042636;310770349;$1,254.34 
1903033097340745;618696204102492;310770585;$9,672.68 
3518566047262736;194466652310393;311069565;$5,430.67 
8679748798439507;699072846086272;311601533;$252.81 
4114641351036798;865170307419944;311766314;$6,860.20 
9737833063262228;469813002200556;311768182;$1,457.49 
6130980122299631;219323654205181;312004596;$9,079.82 
2118762767080145;338912160838733;312148915;$4,726.12 
8409768547502519;268348946880677;312270912;$6,388.85 
8116264253155472;793605451493146;312467994;$4,092.53 
9146165889109472;241629117583403;312635230;$8,857.10 
8042874358672871;572153153174875;312773276;$6,525.64 
5145740801853560;906561196403562;312896887;$3,601.38 
1501403750334739;849058779034760;312943440;$4,353.78 
3898172841404887;209958826177368;313081347;$2,461.85 
7698438891830542;738688760362434;313129186;$3,045.78 
2349194958182509;574220105053474;313139946;$4,178.58 
8600772266383173;904040059636022;313647380;$6,001.63 
2027535380398890;322900694935168;313717259;$4,985.51 
8409768547502519;268348946880677;31401244;$2,480.87 
6012495347637823;516966532416644;314260957;$6,729.07 
5656688373179941;470486532709347;314314202;$9,184.56 
5234134283459629;297050896884224;314591762;$6,006.74 
6440584866771089;394910750012384;314633233;$4,975.40 
8740138902269971;240262305729963;314816160;$3,149.38 
5234134283459629;297050896884224;314909916;$6,819.25 
8816866361204910;310342806381395;315105151;$7,588.98 
8438266062800900;842505933666673;315292555;$1,598.85 
2207893042439111;304963260635704;315337049;$7,513.01 
6475652306334707;395453789638423;315439966;$8,513.08 
3917129685283618;682945937386619;31562881;$6,086.74 
7700924570458644;922475094081756;315657509;$6,879.67 
8906223953365173;556623859504229;315836579;$2,726.70 
6614211053762016;783053429407110;315878098;$4,559.43 
4598360301460306;513798686190267;316062230;$3,503.43 
3429623238021484;505753359200054;316139908;$2,160.71 
3135052312951405;153963433830855;31616722;$8,019.07 
3845158640724645;754126306108276;316216892;$3,450.20 
9960290553097234;768916015877973;316253498;$1,529.79 
8794770655356905;787526598804583;31691974;$5,301.77 
4690503640485024;319425365563241;316943946;$8,057.57 
2637654259852218;422410471832964;317059980;$1,792.31 
6553626009150961;392654329403278;317255817;$928.80 
7862548300873642;242524482026981;317474444;$9,444.45 
8364121747716062;617449910574120;317527354;$9,507.12 
1664149502099020;890382725750027;317636965;$2,264.66 
2966033831545932;572796082455664;317747183;$7,300.00 
3854475484041425;819140504303009;317757507;$9,286.68 
7804800654407761;856967932274613;318043863;$25.88 
6170844832863444;553531236575431;318109189;$5,183.77 
9065230099847605;552133098168246;318151666;$3,094.57 
5587355294830119;504873875945241;318382011;$8,544.69 
2408440542129243;103493138378406;318401341;$2,563.47 
3917129685283618;682945937386619;318474650;$9,652.59 
4323596272548155;261932208620006;318543123;$5,251.77 
2642231686843301;124879384803297;318587615;$30.37 
4076605829713284;648658555512940;318754931;$4,217.34 
3854475484041425;819140504303009;318838058;$904.37 
5139603042321938;491706336014738;319038610;$5,029.00 
6175473331408223;631627587024243;319046948;$7,083.03 
4927648362374206;100819675876973;319251990;$5,720.29 
8522642536750110;700894367470306;31944092;$110.79 
2637654259852218;422410471832964;319788780;$9,329.93 
7995230130482817;873243285675927;319789383;$9,528.75 
4394255364750708;137995394383251;320200171;$3,451.44 
7698438891830542;759982411407802;320430057;$3,533.28 
9659360879547653;950782604480523;320465605;$5,789.06 
2783326144544787;889358663973750;320495920;$8,228.14 
1852515067066061;201062020715283;3205417;$2,063.32 
9909016625329071;468821945403967;320595282;$1,569.47 
8600772266383173;629243583727014;320608115;$9,382.71 
7087032353271219;178044221247726;320667424;$7,765.04 
5450445793487059;440308564588008;320890399;$8,109.89 
3685852499849171;641011976574984;320917082;$7,026.67 
7692601683671293;895012896526010;320940971;$6,833.52 
9737833063262228;469813002200556;321086659;$1,082.36 
2440434977533821;616191176100728;321225171;$8,011.67 
8541613858562307;311878441605412;321351543;$2,266.37 
5680434975499753;954281302465741;321939714;$4,754.10 
8298151124135074;987429842000563;321969560;$6,550.80 
8878492603970302;676569333807211;322093768;$3,227.12 
6965695949005991;506621183121198;32257429;$5,324.67 
8311799511420153;765029238207266;322615991;$878.19 
2020287887498511;410516011511118;322674664;$2,268.30 
3632400175169409;481627670581606;322682889;$1,353.98 
4076605829713284;648658555512940;32274904;$2,092.45 
4859712533831445;453433585419592;322796158;$8,448.93 
9153072620985931;966225218563730;322878438;$5,103.95 
3995629888866130;363884590664541;323051715;$8,526.66 
1711804271716807;731050970617740;323073745;$3,043.70 
8522642536750110;700894367470306;323293959;$3,175.85 
8266885249249553;677093153062495;323394573;$7,147.03 
6615453145124024;410295310559845;323579790;$6,815.48 
2615715363366688;304413973943839;323679711;$8,553.62 
3108043424947418;114328417341249;32373098;$1,395.80 
1520307095758519;253896096173070;323831398;$9,896.14 
3631451029324519;619568628761005;323913381;$8,827.83 
1725429061109700;583918098499906;324062302;$4,696.58 
1625827199654847;910518374250735;324384095;$2,349.64 
3777104380463822;966261763850642;324614808;$5,175.89 
9608749015672155;335840307484924;32462113;$9,068.32 
4512528202686749;954157056766678;324624694;$972.47 
9246332348304263;800242299883466;324646866;$5,751.89 
3121116817098388;668283759344020;324839623;$8,901.61 
9440876562975848;771097798114782;32489105;$4,397.99 
2854753314415619;443429871392847;324997193;$3,473.63 
2615715363366688;753463507046968;32501388;$8,024.32 
2642231686843301;257906275827446;32508085;$9,970.64 
5541395183996956;394702070122857;325338191;$9,199.12 
8017849589846693;560000745323702;325472313;$4,236.09 
7949567480171095;518877076235771;325619641;$9,341.25 
9622245278773899;358631020647839;325625914;$5,229.16 
1262552679536557;590752938747286;325701988;$3,389.98 
4893630525927773;404914550052205;325723267;$255.31 
6653614033186218;785783456123909;325724618;$4,157.13 
1284168579731026;297029348703819;325744918;$8,108.19 
9039371390871184;657158018058921;325964258;$6,864.33 
4808203841770139;459587458200326;326144392;$5,385.91 
5855004520399102;861224907998986;32624793;$8,059.29 
5139603042321938;763250906672978;326671232;$4,736.75 
7316538666304326;738356940967775;326719917;$7,390.93 
6834288098466377;457836245650647;327018066;$6,032.71 
2053457102750448;537190112060353;327060369;$2,332.87 
3411932992156083;889149015866049;327089237;$6,513.63 
8460315837613642;729026412559306;327132369;$1,245.08 
1597562806236324;895162186330531;327167782;$7,300.20 
1194018520203733;636285284919548;327308282;$2,328.77 
9721235062491238;527672467397514;327421702;$2,877.57 
3890673393288527;299082667703004;327431361;$9,567.67 
9721235062491238;527672467397514;327491165;$1,232.28 
5105856688743969;377183724965673;327679956;$6,167.74 
3791620046086006;121793358339339;327915044;$2,339.32 
1902978140578835;554951888701569;328059161;$1,611.38 
7995230130482817;873243285675927;32811793;$5,404.95 
4881869363328041;804388797799657;328163951;$1,180.46 
5656688373179941;470486532709347;328209673;$7,271.94 
4691678898842347;220515117458746;328537313;$9,717.76 
5145740801853560;515961004661475;328546924;$5,152.22 
2020287887498511;777761429338122;328811610;$8,912.37 
1005075865111029;113882573622927;32889080;$1,951.03 
2758981553013665;214895632624354;329046871;$3,955.13 
9440563600286855;477054535191282;329241461;$5,650.27 
3890673393288527;335800201264615;329361794;$1,852.83 
5139603042321938;763250906672978;329397755;$141.49 
9440876562975848;771097798114782;329450940;$5,275.78 
4859622894778061;178066921362267;329528183;$8,613.06 
8816866361204910;310342806381395;32961807;$7,442.17 
7968981155425122;318309609380833;329765851;$4,579.77 
9545532308649916;536875419712932;329886599;$1,811.01 
1725429061109700;485231072236678;330139553;$3,518.53 
9330792317927088;705625632490379;330161301;$627.30 
4691678898842347;220515117458746;330166202;$4,975.93 
1154163006831132;442913204282107;330288420;$3,767.08 
9333797064955593;821307893586931;330421570;$9,549.91 
8703627818206197;648999125299451;330432282;$6,715.57 
8659218864741024;394114944243475;330562437;$301.33 
4542531281056481;745442340765359;330567817;$1,723.12 
8537557454863476;998905815378691;33061955;$3,898.28 
4716321136807092;142923458359238;330748625;$8,418.25 
8141571251236982;479106072014959;330836555;$4,970.13 
1907082831865232;826505281100591;330906642;$4,485.37 
8521466789035073;767748301091687;331286805;$5,308.36 
2758981553013665;214895632624354;331417962;$1,936.98 
9593687031991166;911264945289378;331523326;$8,530.17 
3650395270691421;256197241528316;331563907;$9,296.05 
7096897457235602;208974987882597;332002274;$1,045.27 
2122548461741148;401678100007853;332002726;$6,821.44 
8651977487028261;656998967365426;332123210;$3,691.52 
7954067009416982;468682906888559;332131352;$796.52 
4126409453655006;407069116398359;332188384;$461.26 
4996410148310384;710667039119982;33251660;$5,815.31 
3256020970892883;479749750183002;332676063;$1,150.74 
2244272061830317;455983122738470;332983187;$4,073.94 
5486603385356888;691155060231312;33302911;$4,041.82 
4751264658779305;994854494048927;333091022;$5,420.67 
1932846611440583;421130653606830;333190118;$2,344.27 
6191588061033584;173634840845855;333287305;$5,098.80 
9109362382376279;393377967186220;333867516;$4,049.34 
2966033831545932;627578816637363;333994848;$398.03 
2629966194437917;866350167639915;334098605;$9,253.91 
4076605829713284;648658555512940;33441623;$2,182.75 
4542531281056481;331415482616666;334528093;$2,736.46 
8409768547502519;953683585821844;334610707;$4,543.52 
8600772266383173;904040059636022;334766066;$888.34 
2118762767080145;338912160838733;334806069;$9,638.26 
2054869916983891;840585259029564;334818101;$736.24 
1829456069660793;615972090434652;334930317;$1,691.24 
9308508435534137;592702814316773;335042008;$9,380.58 
8505861248427624;759492465249626;335090008;$897.23 
3101146946971852;940774108232171;335148232;$2,694.47 
2053457102750448;537190112060353;33525476;$8,441.00 
7096897457235602;208974987882597;335298925;$94.27 
1657365500643663;402097083349469;335360516;$983.19 
4944602153321016;351814541811031;335554949;$578.96 
8651937728763613;892973531069782;335797163;$3,885.65 
7096897457235602;208974987882597;336028652;$5,048.06 
5712239123334089;612187715467321;336033821;$4,639.08 
1005075865111029;113882573622927;33611217;$7,073.37 
5538068073302339;543615465402087;336189835;$162.26 
5708759534362961;335180557817670;336207783;$8,673.20 
5508723855346500;544808894153704;336613956;$9,530.76 
6887786969625811;257691432624869;33676233;$5,124.71 
9730927646561812;798718462084050;3368042;$5,156.55 
5591382297193711;236739744283904;336940370;$549.57 
9957476562915657;914654272047898;337013374;$8,170.73 
6194007803679593;315778750383860;337094108;$1,837.56 
1902978140578835;554951888701569;337496105;$565.97 
2827435607743576;167496109526433;337546546;$493.45 
7147493666335695;823526375746940;337869602;$5,415.28 
8386944381966618;720748959288650;337981097;$8,864.03 
4179279760897781;958746980754047;338173885;$2,539.51 
6403313422819967;856344750856790;338180183;$3,489.41 
8460717119509507;811705470389091;338182652;$8,403.98 
8505861248427624;616309005022407;338478273;$8,820.43 
3917129685283618;680202580672234;338539477;$7,496.02 
1942218718367358;156325345411030;338555637;$8,448.45 
2731211520250741;973164630862081;338599165;$5,734.35 
8017849589846693;488495501989394;339098872;$4,904.16 
6965695949005991;506621183121198;33937485;$3,227.64 
2684668570694556;448372521302322;33949408;$1,202.64 
4996410148310384;710667039119982;339505197;$8,288.15 
9308508435534137;374381885378610;340083934;$5,637.88 
8878492603970302;959366445892363;340098331;$8,652.06 
5528156256167744;743910627437712;34013350;$6.36 
2844089031231127;130254966512306;340455072;$8,336.85 
2966033831545932;572796082455664;340517223;$2,472.03 
8014731575431941;815155083017798;340591113;$9,699.41 
8570366884890911;710193195365360;34062190;$6,370.70 
9887499461637763;835158933517735;3406383;$1,847.29 
6389897657035339;822822339983386;340730089;$3,263.30 
8861745121013692;884560330608698;340777404;$361.58 
3188135617172094;758842009559970;341137849;$4,373.57 
9730927646561812;798718462084050;341161324;$5,172.15 
8491264240259200;473904247039733;34135857;$4,257.68 
8678909692558625;533130573525256;341582760;$516.53 
7797255034208919;978445265548335;342070262;$309.21 
4485558086433887;132734905481315;342309394;$1,785.51 
8162686378717823;219457795218262;342381865;$4,358.68 
7698438891830542;738688760362434;342406828;$6,120.02 
2966033831545932;572796082455664;342445176;$7,323.53 
8521466789035073;767748301091687;34287444;$7,089.83 
3256020970892883;861268340824588;343598710;$1,620.99 
1978029707382796;560747516191612;343649362;$6,717.66 
6191588061033584;173634840845855;343882927;$5,599.36 
3121116817098388;362007920881917;344020838;$973.76 
8727663740330542;872433783771150;34405304;$300.07 
8152682211714970;139231702453642;344362743;$3,312.01 
3466689715948188;906137900458842;344363702;$5,014.18 
6407229365713619;198255026713685;344495987;$2,904.19 
4542531281056481;745442340765359;344644567;$8,878.02 
5234134283459629;297050896884224;344645500;$9,033.13 
9512420469635768;233208912821010;344701396;$9,701.59 
8600772266383173;904040059636022;34470356;$1,996.69 
6615453145124024;410295310559845;344800631;$2,061.84 
7888940314409671;978564232881305;344814721;$4,164.72 
8266885249249553;677093153062495;344830225;$893.51 
2440434977533821;832136766372185;344983972;$6,133.51 
7139161324388006;124176156253449;345237554;$3,185.10 
9594310378032333;555634364702616;345659441;$7,971.37 
9174310255934385;197296856384818;345872186;$2,445.17 
7995230130482817;873243285675927;346106480;$1,353.52 
7270012938747336;756452024342274;346240636;$6,262.37 
8140603400482166;102204793035413;346259465;$2,369.49 
3244588771316232;435753176050616;346526970;$8,436.89 
6044865522728252;267223904979974;346596000;$5,015.80 
5486603385356888;691155060231312;346643178;$7,524.22 
6407229365713619;792016530139498;346866412;$486.84 
5139603042321938;763250906672978;347175697;$3,212.93 
1066944444270042;349696988174964;34758869;$5,318.61 
4076145806443696;740504853931594;347661959;$6,661.37 
2731211520250741;973164630862081;347732953;$5,740.32 
6615453145124024;695458120251748;347747260;$4,383.23 
9174310255934385;197296856384818;347755722;$1,587.78 
6998896041263162;243607043812873;347794472;$3,495.33 
2767935043088884;614827106139516;348050104;$2,313.14 
7838315310988922;513911264160988;348207724;$4,777.94 
1501403750334739;849058779034760;348269564;$3,162.79 
7406707940860129;632286758017785;348305135;$5,661.91 
2474048813053049;116090566170786;34831022;$6,954.81 
7576880688209025;476918126417488;348374569;$5,389.80 
1306594908382922;674030151619019;348571193;$4,024.58 
4707595286590969;723302900159049;348619209;$7,265.70 
6403313422819967;856344750856790;348660540;$6,291.87 
4966016761547800;726637928660137;348828806;$3,928.10 
6300394454445362;674573732454784;348910398;$8,078.85 
1441803413728602;872761479087297;34917935;$3,895.75 
7512495026320603;507984838155348;349315227;$6,536.59 
1806846674405112;675325147759685;349352016;$6,543.88 
1306594908382922;680696527215951;349585142;$6,867.18 
8017849589846693;908099084190123;349622724;$3,137.92 
2020287887498511;410516011511118;349718322;$5,600.61 
1066944444270042;349696988174964;349772064;$6,999.26 
5590781196800170;266052786953589;349937277;$3,579.49 
8651937728763613;892973531069782;34995287;$3,471.31 
3527890387966121;730427417775798;350031603;$4,003.48 
5234134283459629;235972123827535;350089405;$3,435.47 
6614211053762016;893050429018053;350117769;$7,636.82 
7656075314017834;812060315200469;35023371;$4,700.96 
8680708877871183;994917773182108;350262328;$661.10 
9879595283953831;911486380993583;350287496;$8,877.95 
4751264658779305;450358458970368;350478808;$834.75 
6194007803679593;315778750383860;350806116;$5,271.67 
2787178091429512;726880950321365;350813541;$3,431.34 
6553626009150961;525196353273379;350822919;$8,412.99 
1674320468687466;142296918126620;35087391;$9,112.04 
1829456069660793;612332649047578;351018017;$9,139.29 
5587355294830119;504873875945241;351057634;$4,609.63 
2020999729212427;258114105950573;351188264;$5,769.75 
6316344929573597;115915544005364;351221918;$4,931.79 
4076605829713284;648658555512940;351278679;$6,465.28 
2408440542129243;103493138378406;351422348;$9,008.09 
8211399610943212;252478469166330;351450359;$6,891.55 
1435366716429961;594277137744448;351845742;$321.24 
2027535380398890;322900694935168;351875761;$1,515.73 
6482209099371700;438400434371035;351957034;$9,019.55 
1284955004859202;547409933698712;352041484;$5,291.86 
4489354365076373;116521828251678;352097821;$3,880.21 
1903033097340745;815651767755750;352197703;$8,663.53 
8861745121013692;760350176604718;352336265;$547.12 
4944602153321016;155975728540619;352549235;$162.50 
1849940799289896;434455713735558;35255839;$8,202.99 
4489354365076373;389619703820080;352741519;$4,918.26 
6990182249931530;546689880902193;35284212;$4,416.01 
7206371600209374;350786424221639;353129606;$3,512.28 
7664276900288066;564187625166345;353651066;$361.28 
7739346058297978;184848084838571;353766243;$7,688.98 
6798218719475816;250195251688729;353772054;$1,489.84 
8537557454863476;998905815378691;353837547;$1,138.85 
8152682211714970;308267569730850;354123464;$9,315.00 
7888940314409671;978564232881305;354125490;$8,158.37 
5628141445791637;237052245131571;354134023;$7,599.46 
7777134284413921;706988740164411;354168428;$1,495.89 
4542531281056481;109194491040551;354573271;$5,920.61 
6316344929573597;533842880432368;354752829;$1,349.24 
4927648362374206;807165897715488;354767329;$2,023.72 
3777104380463822;966261763850642;355070893;$9,655.26 
4542531281056481;109194491040551;355117457;$5,859.27 
6907481116592868;831225102582910;355150173;$5,337.79 
3101146946971852;145203798150140;355289094;$2,236.14 
4056851156197352;180914268784367;355548362;$5,360.72 
3562129597402601;134154092596468;355654552;$2,320.58 
7541183084382682;745898463758223;356027927;$5,831.82 
7640257394489807;883195330881486;356093562;$7,153.37 
3527890387966121;730427417775798;356105423;$5,796.98 
5139603042321938;491706336014738;356559903;$780.48 
4766341932693149;233320696198143;356986684;$2,794.51 
6894650511725001;929070195484922;357197236;$1,356.05 
9246332348304263;800242299883466;357281885;$5.73 
7664276900288066;756839677229264;357309391;$3,812.98 
7612464369874112;451576594637176;357387256;$6,044.66 
9439984534002650;478654163660611;357465630;$4,818.74 
2020999729212427;113290607399718;357807532;$5,458.92 
9594310378032333;555634364702616;357821221;$2,946.36 
7576880688209025;836474430111472;357822142;$9,965.08 
6560009233606143;246747371893735;357925409;$5,427.05 
8600772266383173;629243583727014;358068899;$6,357.38 
7700924570458644;972076126584919;358166911;$8,002.96 
4392399978621871;522580500025958;358266953;$5,569.31 
3315476452598522;814674842368458;358300320;$237.60 
3838641455470320;905211497196938;358322867;$8,102.92 
5591382297193711;103281603822379;358473716;$4,284.51 
4172555326341126;105786712254596;358630385;$4,819.46 
6223405318658133;873420241903813;358746586;$2,671.59 
5961978505421596;518314204690526;358957776;$3,849.77 
2376811274932293;532170126594911;359054346;$2,604.24 
4927648362374206;807165897715488;359082953;$9,793.41 
4716321136807092;142923458359238;359097611;$5,901.01 
9659360879547653;105053784921350;359217929;$6,939.63 
7885958119247032;402558086028941;359393583;$3,480.02 
1997394886414365;240483193652223;359411970;$2,144.78 
9521544803057782;853577032336614;359418177;$9,256.27 
1874233676761924;131899922095391;359436996;$3,929.21 
2383457926673165;414811717904086;359606529;$4,463.42 
9982175574936540;452712674973724;359830947;$2,038.87 
7885958119247032;293086782953769;359983792;$6,397.46 
2115861402847893;431146237321772;360027901;$1,689.75 
2020287887498511;410516011511118;360087987;$248.06 
9593687031991166;911264945289378;3601902;$3,746.84 
6042552045463664;429776801411954;360204386;$4,125.58 
6691281110919103;463929975456932;360277241;$8,455.34 
1664149502099020;536900643283088;36035361;$5,202.27 
2440434977533821;616191176100728;360551015;$6,790.43 
9986657323823935;297552501209452;360650805;$3,259.15 
2752128150501918;914826494678871;360703859;$7,549.34 
6440584866771089;394910750012384;360731755;$4,529.78 
4364926259707682;494763348709520;360798506;$2,899.99 
4024574857426990;667295044463112;360889896;$3,330.94 
8651937728763613;892973531069782;361139733;$7,351.09 
4140055963507054;145871975509096;361173741;$3,689.07 
7968981155425122;318309609380833;361436369;$828.12 
9243950136386680;499219940991746;361587442;$9,617.28 
1752918535098560;398945815985360;361729392;$7,406.81 
2783326144544787;354339003323050;361764477;$6,092.55 
5712312310713306;253092790793099;361821655;$3,897.87 
2440434977533821;616191176100728;361883221;$9,441.92 
4889662321952024;726603937607336;362051959;$6,917.44 
6475652306334707;395453789638423;362176806;$1,366.88 
2783326144544787;889358663973750;362176937;$3,361.17 
8017849589846693;488495501989394;362179733;$382.36 
8480955160703340;715212776759704;362187466;$9,619.52 
4691678898842347;836109473583580;362251648;$5,647.86 
8882824735029421;982050336211095;362629032;$6,627.80 
7324620964578585;774351742489744;362673699;$3,083.70 
8861844585488589;107990115579681;362962513;$6,014.76 
5591382297193711;103281603822379;36307669;$7,316.17 
1711804271716807;731050970617740;363224284;$6,628.35 
7777134284413921;410442113590876;363238606;$956.02 
2684081248218503;571936812972191;363248969;$7,800.06 
3516336062122450;874713131417433;363287071;$6,193.65 
4172555326341126;466246797966942;363520870;$9,915.60 
1625827199654847;910518374250735;363705936;$4,263.98 
8042874358672871;572153153174875;363752914;$6,437.03 
9387179877951769;965139202843958;363755073;$3,284.43 
3138660113849862;770777718169015;364026812;$7,131.32 
2580441812901741;122051359543442;364102468;$8,051.33 
2168896549225179;472162860984097;364153656;$2,389.66 
9730927646561812;798718462084050;364382536;$121.13 
9271782917171873;625791358289162;3644108;$3,381.77 
4117290794955243;913320600889414;364424859;$7,513.46 
6565764558263582;829358843861391;365167612;$5,359.02 
8878492603970302;676569333807211;365202401;$713.63 
9521544803057782;771005053719437;365277050;$2,473.80 
7406707940860129;632286758017785;365457385;$3,966.45 
9000438894450800;943379878177510;365527019;$6,318.34 
5587355294830119;504873875945241;365707518;$4,837.42 
6407229365713619;792016530139498;365845176;$8,265.95 
8017849589846693;908099084190123;365899350;$8,930.23 
4432897073048710;462208116818303;365926491;$8,868.98 
1928553636609525;902093217049699;366042172;$2,410.29 
2684668570694556;448372521302322;366301070;$4,199.01 
4114641351036798;325956784983088;366413098;$1,503.89 
5656688373179941;470486532709347;3671332;$1,466.46 
7815457073244155;761811570563787;367240680;$6,347.41 
9530055567265932;844287147490718;367515165;$5,771.92 
8308796911778219;549028257450539;367599399;$2,212.56 
2787178091429512;140558888405843;367619874;$8,345.99 
4029266609778282;728739719696146;367700845;$2,152.10 
5802100264078854;716836565085097;367750453;$9,154.89 
8152682211714970;308267569730850;367941359;$2,132.09 
5802100264078854;716836565085097;367965008;$7,885.19 
3083893480849646;116368949433812;368079114;$4,262.14 
